,Date,Symbols,value,error_value,error_ind
9554,2015-03-25,XOM,84.86000061035156,84.86000061035156,0
9555,2015-03-26,XOM,84.31999969482422,84.31999969482422,0
9556,2015-03-27,XOM,83.58000183105469,83.58000183105469,0
9557,2015-03-30,XOM,85.62999725341797,85.62999725341797,0
9558,2015-03-31,XOM,85.0,85.0,0
9559,2015-04-01,XOM,84.45999908447266,84.45999908447266,0
9560,2015-04-02,XOM,84.30000305175781,84.30000305175781,0
9561,2015-04-06,XOM,85.12999725341797,85.12999725341797,0
9562,2015-04-07,XOM,85.75,85.75,0
9563,2015-04-08,XOM,84.05999755859375,84.05999755859375,0
9564,2015-04-09,XOM,84.6500015258789,84.6500015258789,0
9565,2015-04-10,XOM,85.55999755859375,85.55999755859375,0
9566,2015-04-13,XOM,85.33999633789062,85.33999633789062,0
9567,2015-04-14,XOM,86.62999725341797,86.62999725341797,0
9568,2015-04-15,XOM,88.08000183105469,88.08000183105469,0
9569,2015-04-16,XOM,87.7300033569336,87.7300033569336,0
9570,2015-04-17,XOM,86.93000030517578,86.93000030517578,0
9571,2015-04-20,XOM,87.23999786376953,87.23999786376953,0
9572,2015-04-21,XOM,86.87999725341797,86.87999725341797,0
9573,2015-04-22,XOM,87.45999908447266,87.45999908447266,0
9574,2015-04-23,XOM,87.54000091552734,87.54000091552734,0
9575,2015-04-24,XOM,86.97000122070312,86.97000122070312,0
9576,2015-04-27,XOM,87.01000213623047,87.01000213623047,0
9577,2015-04-28,XOM,87.80000305175781,87.80000305175781,0
9578,2015-04-29,XOM,87.87000274658203,87.87000274658203,0
9579,2015-04-30,XOM,87.37000274658203,87.37000274658203,0
9580,2015-05-01,XOM,88.8499984741211,88.8499984741211,0
9581,2015-05-04,XOM,89.11000061035156,89.11000061035156,0
9582,2015-05-05,XOM,88.61000061035156,88.61000061035156,0
9583,2015-05-06,XOM,88.19000244140625,88.19000244140625,0
9584,2015-05-07,XOM,87.5999984741211,87.5999984741211,0
9585,2015-05-08,XOM,88.98999786376953,88.98999786376953,0
9586,2015-05-11,XOM,86.77999877929688,86.77999877929688,0
9587,2015-05-12,XOM,87.0199966430664,87.0199966430664,0
9588,2015-05-13,XOM,86.55999755859375,86.55999755859375,0
9589,2015-05-14,XOM,86.97000122070312,86.97000122070312,0
9590,2015-05-15,XOM,87.3499984741211,87.3499984741211,0
9591,2015-05-18,XOM,86.8499984741211,86.8499984741211,0
9592,2015-05-19,XOM,86.98999786376953,86.98999786376953,0
9593,2015-05-20,XOM,87.12999725341797,87.12999725341797,0
9594,2015-05-21,XOM,87.20999908447266,87.20999908447266,0
9595,2015-05-22,XOM,86.5199966430664,86.5199966430664,0
9596,2015-05-26,XOM,85.3499984741211,85.3499984741211,0
9597,2015-05-27,XOM,85.11000061035156,85.11000061035156,0
9598,2015-05-28,XOM,85.11000061035156,85.11000061035156,0
9599,2015-05-29,XOM,85.19999694824219,85.19999694824219,0
9600,2015-06-01,XOM,85.12999725341797,85.12999725341797,0
9601,2015-06-02,XOM,85.13999938964844,85.13999938964844,0
9602,2015-06-03,XOM,84.94999694824219,84.94999694824219,0
9603,2015-06-04,XOM,84.22000122070312,84.22000122070312,0
9604,2015-06-05,XOM,84.27999877929688,84.27999877929688,0
9605,2015-06-08,XOM,84.8499984741211,84.8499984741211,0
9606,2015-06-09,XOM,84.58000183105469,84.58000183105469,0
9607,2015-06-10,XOM,85.20999908447266,85.20999908447266,0
9608,2015-06-11,XOM,85.08999633789062,85.08999633789062,0
9609,2015-06-12,XOM,84.0199966430664,84.0199966430664,0
9610,2015-06-15,XOM,83.72000122070312,83.72000122070312,0
9611,2015-06-16,XOM,84.68000030517578,84.68000030517578,0
9612,2015-06-17,XOM,84.7300033569336,84.7300033569336,0
9613,2015-06-18,XOM,85.4800033569336,85.4800033569336,0
9614,2015-06-19,XOM,85.20999908447266,85.20999908447266,0
9615,2015-06-22,XOM,85.16999816894531,85.16999816894531,0
9616,2015-06-23,XOM,85.06999969482422,85.06999969482422,0
9617,2015-06-24,XOM,84.68000030517578,84.68000030517578,0
9618,2015-06-25,XOM,83.93000030517578,83.93000030517578,0
9619,2015-06-26,XOM,83.86000061035156,83.86000061035156,0
9620,2015-06-29,XOM,82.81999969482422,82.81999969482422,0
9621,2015-06-30,XOM,83.19999694824219,83.19999694824219,0
9622,2015-07-01,XOM,82.37000274658203,82.37000274658203,0
9623,2015-07-02,XOM,83.13999938964844,83.13999938964844,0
9624,2015-07-06,XOM,82.52999877929688,82.52999877929688,0
9625,2015-07-07,XOM,82.87000274658203,82.87000274658203,0
9626,2015-07-08,XOM,81.97000122070312,81.97000122070312,0
9627,2015-07-09,XOM,81.5999984741211,81.5999984741211,0
9628,2015-07-10,XOM,82.22000122070312,82.22000122070312,0
9629,2015-07-13,XOM,82.41999816894531,82.41999816894531,0
9630,2015-07-14,XOM,83.11000061035156,83.11000061035156,0
9631,2015-07-15,XOM,82.76000213623047,82.76000213623047,0
9632,2015-07-16,XOM,82.91000366210938,82.91000366210938,0
9633,2015-07-17,XOM,82.61000061035156,82.61000061035156,0
9634,2015-07-20,XOM,81.76000213623047,81.76000213623047,0
9635,2015-07-21,XOM,81.66000366210938,81.66000366210938,0
9636,2015-07-22,XOM,81.79000091552734,81.79000091552734,0
9637,2015-07-23,XOM,81.13999938964844,81.13999938964844,0
9638,2015-07-24,XOM,79.94000244140625,79.94000244140625,0
9639,2015-07-27,XOM,79.26000213623047,79.26000213623047,0
9640,2015-07-28,XOM,82.4800033569336,82.4800033569336,0
9641,2015-07-29,XOM,83.13999938964844,83.13999938964844,0
9642,2015-07-30,XOM,83.01000213623047,83.01000213623047,0
9643,2015-07-31,XOM,79.20999908447266,79.20999908447266,0
9644,2015-08-03,XOM,78.05999755859375,78.05999755859375,0
9645,2015-08-04,XOM,77.16999816894531,77.16999816894531,0
9646,2015-08-05,XOM,77.16999816894531,77.16999816894531,0
9647,2015-08-06,XOM,78.08999633789062,78.08999633789062,0
9648,2015-08-07,XOM,76.83000183105469,76.83000183105469,0
9649,2015-08-10,XOM,78.75,78.75,0
9650,2015-08-11,XOM,77.48999786376953,77.48999786376953,0
9651,2015-08-12,XOM,78.79000091552734,78.79000091552734,0
9652,2015-08-13,XOM,78.6500015258789,78.6500015258789,0
9653,2015-08-14,XOM,78.36000061035156,78.36000061035156,0
9654,2015-08-17,XOM,78.7699966430664,78.7699966430664,0
9655,2015-08-18,XOM,77.9000015258789,77.9000015258789,0
9656,2015-08-19,XOM,76.2300033569336,76.2300033569336,0
